HD	RA	DEG	Bayer	Cst
106911	184.58725	-79.3122778	bet  	Cha
106983	184.6095417	-64.0030556	zet  	Cru
107070	184.6679167	-0.7871389	     	Vir
107079	184.7492917	-55.1429722	F    	Cen
107168	184.83	23.0346944	     	Com
107199	184.9079167	-19.2552778	R    	Crv
107213	184.8735833	28.1572222	     	Com
107259	184.976625	-0.66675	eta  	Vir
107274	184.953	48.9841389	     	CVn
107276	184.9609583	28.4643889	     	Com
107328	185.088125	3.3127222	c    	Vir
107348	185.1404583	-22.2158333	zet  	Crv
107383	185.1795417	17.7926667	     	Com
107446	185.340875	-60.4013611	eps  	Cru
107465	185.2117917	57.8642778	     	UMa
107566	185.5307917	-67.5220833	zet02	Mus
107567	185.550125	-68.3071944	zet01	Mus
107700	185.6263333	25.8461944	     	Com
107701	185.6345833	25.8516667	     	Com
107705	185.6339167	5.3055833	     	Vir
107815	185.84	-24.8406111	     	Crv
107832	185.8977083	-35.4126667	x01  	Cen
107904	185.9461667	42.5427222	     	CVn
107950	186.0061667	51.5622222	     	CVn
107966	186.07725	26.0986111	     	Com
108114	186.3406667	-35.1863889	x02  	Cen
108135	186.2634167	56.7778611	     	UMa
108225	186.4625	39.0186944	     	CVn
108248	186.64975	-63.0990556	alf01	Cru
108249	186.6520833	-63.0994444	alf02	Cru
108250	186.62875	-63.1225	     	Cru
108257	186.6324583	-51.4506111	G    	Cen
108283	186.6002917	27.26825	     	Com
108346	186.6361667	55.1593889	     	UMa
108381	186.7347083	28.2686111	gam  	Com
108382	186.7470833	26.8257222	     	Com
108483	187.0100417	-50.2306111	sig  	Cen
108502	186.896375	55.71275	     	UMa
108541	187.0937083	-39.0411389	u    	Cen
108651	187.18575	25.8993611	     	Com
108662	187.228	25.9128889	     	Com
108722	187.3627083	24.1089167	     	Com
108765	187.4300833	20.8961944	     	Com
108767	187.4665833	-16.5150833	del  	Crv
108844	187.4891667	58.4055278	     	UMa
108845	187.5129167	51.5355833	     	CVn
108861	187.5175833	58.7678056	     	UMa
108903	187.791375	-57.1125556	gam  	Cru
108907	187.5281667	69.20125	     	Dra
108925	187.8195833	-57.0811111	gam  	Cru
108945	187.752375	24.5671944	     	Com
108968	187.9180833	-59.4239167	     	Cru
109026	188.117125	-72.1329722	gam  	Mus
109085	188.0186667	-16.1958611	eta  	Crv
109217	188.262125	10.2956667	     	Vir
109307	188.392625	24.283	     	Com
109309	188.445	-9.4520833	q    	Vir
109358	188.437875	41.3567778	bet  	CVn
109372	188.7269167	-67.7568889	BO   	Mus
109379	188.5967917	-23.3966111	bet  	Crv
109387	188.371	69.7882222	kap  	Dra
109485	188.713	22.6291944	     	Com
109510	188.7764583	18.3770278	     	Com
109511	188.7823333	18.377	     	Com
109551	188.683625	70.0217778	     	Dra
109668	189.2961667	-69.1355278	alf  	Mus
109704	189.197375	-5.8318611	f    	Vir
109729	189.0970833	59.4869444	T    	UMa
109742	189.243125	17.0895833	     	Com
109787	189.426375	-48.5412778	tau  	Cen
109914	189.625	6.9883333	R    	Vir
109980	189.6929167	40.8746944	     	CVn
110014	189.8117083	-7.9955	chi  	Vir
110024	189.7806667	21.0625833	     	Com
110073	189.969	-39.98725	l    	Cen
110304	190.38	-48.9598889	gam  	Cen
110311	190.5209583	-69.4075556	R    	Mus
110335	190.4858333	-59.6858056	     	Cru
110377	190.3935833	10.4262778	     	Vir
110379	190.4166667	-1.4495278	gam  	Vir
110380	190.415	-1.4494444	gam  	Vir
110411	190.470875	10.2358333	rho  	Vir
110418	190.4903333	-7.5001944	     	Vir
110423	190.4881667	6.8066389	d01  	Vir
110458	190.6481667	-48.8130278	w    	Cen
110462	190.3914583	62.7130833	     	UMa
110829	191.408	-60.9811667	iot  	Cru
110879	191.5702917	-68.1080833	bet  	Mus
110897	191.2486667	39.2785833	     	CVn
110914	191.282625	45.4402222	Y    	CVn
110951	191.4046667	7.6733056	d02  	Vir
111028	191.59325	9.5407778	     	Vir
111067	191.6614583	16.5776389	     	Com
111123	191.9305	-59.6887222	bet  	Cru
111164	191.80675	11.9581389	     	Vir
111239	191.96425	3.5727222	     	Vir
111308	192.0598333	13.5531111	     	Com
111335	191.8930833	66.7903056	     	Dra
111397	192.2258333	14.1226389	     	Com
111421	192.1744167	48.4668056	     	CVn
111469	192.3229583	27.5523333	     	Com
111482	193.743125	-85.1234167	iot  	Oct
111597	192.671625	-33.9992778	p    	Cen
111765	192.9037917	3.05675	     	Vir
111812	192.9247083	27.5407222	     	Com
111862	193.0510833	17.0739444	     	Com
111915	193.2790833	-48.94325	e    	Cen
111968	193.3589583	-40.1788056	n    	Cen
111973	193.4538333	-60.37625	kap  	Cru
111998	193.297125	-3.5530833	     	Vir
112033	193.3240417	21.2450278	     	Com
112078	193.6634167	-59.1466667	lam  	Cru
112091	193.6538333	-57.1686389	mu.02	Cru
112092	193.6485833	-57.1778889	mu.01	Cru
112097	193.4569583	12.4185	     	Vir
112142	193.5882083	-9.5389444	psi  	Vir
112185	193.5067917	55.9598333	eps  	UMa
112264	193.7355833	47.19675	TU   	CVn
112300	193.902	3.3976111	del  	Vir
112409	194.26825	-51.1987222	H    	Cen
112412	194.0025	38.3146944	alf01	CVn
112413	194.0076667	38.31825	alf02	CVn
112429	193.869	65.4385556	     	Dra
112559	194.107875	65.9944167	RY   	Dra
112769	194.731125	17.4093611	     	Com
112846	194.9147917	-3.8119444	k    	Vir
112985	195.56575	-71.5488056	del  	Mus
112989	195.0687083	30.7850278	     	Com
112992	195.1498333	-3.3686111	     	Vir
113092	194.9803333	66.5973056	     	Dra
113095	195.2900833	17.1231944	     	Com
113139	195.181625	56.3663333	     	UMa
113226	195.5448333	10.9591111	eps  	Vir
113314	195.8889583	-49.52725	ksi01	Cen
113459	195.9768333	-3.6630556	     	Vir
113703	196.5697083	-48.46325	f    	Cen
113791	196.72775	-49.9062222	ksi02	Cen
113797	196.43525	35.7988611	     	CVn
113848	196.5886667	21.1535	     	Com
113866	196.5940833	22.6162778	     	Com
113904	197.0298333	-65.3060278	the  	Mus
113996	196.794625	27.6249167	     	Com
114038	196.9741667	-10.7403889	     	Vir
114113	197.135375	-8.9842222	g    	Vir
114149	197.2636667	-23.1179722	psi  	Hya
114287	197.4387083	-10.3293056	     	Vir
114330	197.4875417	-5.5389167	the  	Vir
114376	197.4251667	38.5338611	     	CVn
114378	197.498125	17.5291111	alf  	Com
114379	197.4970833	17.5294444	alf  	Com
114447	197.513625	38.4988611	     	CVn
114642	198.0145	-16.1979167	     	Vir
114710	197.9705	27.8760278	bet  	Com
114846	198.361875	-18.8263889	     	Vir
114911	198.8125	-67.8945556	eta  	Mus
114946	198.5457083	-19.9313333	     	Vir
115062	198.6880417	-10.3702778	     	Vir
115202	198.9940833	-19.9428333	     	Vir
115271	198.8835417	40.8551667	     	CVn
115310	199.2212917	-31.5060833	r    	Cen
115383	199.194625	9.4236944	e    	Vir
115521	199.4012083	5.4698333	sig  	Vir
115604	199.386	40.5725556	     	CVn
115617	199.6040417	-18.3086111	     	Vir
115659	199.7302083	-23.1714167	gam  	Hya
115735	199.5605833	49.6820278	     	CVn
115892	200.1502917	-36.7120833	iot  	Cen
115903	200.0835417	-11.3041111	     	Vir
116010	200.0791667	40.1505556	     	CVn
116087	200.65825	-60.9883611	J    	Cen
116235	200.5405417	5.1548611	     	Vir
116243	201.0018333	-64.5356111	m    	Cen
116244	201.2806667	-74.8875	iot01	Mus
116292	200.7547917	-17.7351944	     	Vir
116365	200.8287917	-4.9243889	     	Vir
116568	201.1380833	-5.1639167	     	Vir
116579	201.8274167	-74.6917222	iot02	Mus
116656	200.9809167	54.9254167	zet  	UMa
116657	200.985	54.9216667	zet  	UMa
116658	201.2983333	-11.16125	alf  	Vir
116842	201.3059167	54.988	g    	UMa
116870	201.6801667	-12.7076111	i    	Vir
116976	201.8635	-15.9736389	     	Vir
117150	202.35525	-51.1651111	K    	Cen
117176	202.108125	13.7801944	     	Vir
117287	202.4284167	-23.2813611	R    	Hya
117304	202.3043333	10.8183889	     	Vir
117374	205.2340833	-85.786	kap  	Oct
117436	202.6070833	-6.4703056	     	Vir
117440	202.761125	-39.4072778	d    	Cen
117661	203.0119583	-18.7288333	     	Vir
117675	202.9914583	-6.2557222	l    	Vir
117789	203.215375	-15.363	     	Vir
117818	203.2420417	-10.1649167	h    	Vir
117833	203.2529167	-7.195	S    	Vir
117878	203.35225	-7.6226944	     	Vir
118022	203.5329583	3.6590278	o    	Vir
118054	203.6686667	-13.2143056	y    	Vir
118098	203.6739583	-0.5959444	zet  	Vir
118214	203.5305417	55.3484444	     	UMa
118219	203.880375	-5.3963889	     	Vir
118232	203.6140417	49.0159167	     	CVn
118623	204.3654167	36.2948333	     	CVn
118716	204.9719583	-53.4663611	eps  	Cen
118991	205.4367083	-54.5593611	Q    	Cen
119024	204.8774167	52.9210833	     	UMa
119055	205.16875	19.9556667	     	Boo
119090	205.4399167	-33.5973889	T    	Cen
119126	205.2598333	22.4958333	     	Boo
119149	205.4034583	-8.7030833	m    	Vir
119228	205.1845417	54.6816667	     	UMa
119425	205.7661667	3.5380833	     	Vir
119605	206.12425	-16.1790556	     	Vir
119756	206.4232083	-33.0433611	i    	Cen
119786	206.3962083	-15.7674167	     	Vir
119834	206.6640417	-51.4326944	M    	Cen
119853	206.4847083	-12.4265556	     	Vir
119921	206.7348333	-36.2519167	z    	Cen
120052	206.855625	-17.85975	     	Vir
120064	206.6805417	25.7023889	     	Boo
120136	206.8168333	17.4567778	tau  	Boo
120198	206.6486667	54.4326944	     	UMa
120307	207.37625	-41.6876667	nu.  	Cen
120315	206.885625	49.3133056	eta  	UMa
120323	207.3614583	-34.4506389	g    	Cen
120324	207.4042083	-42.4736944	mu.  	Cen
120452	207.4680833	-18.1340833	     	Vir
120477	207.3695833	15.7978056	ups  	Boo
120499	207.2383333	39.5427778	R    	CVn
120539	207.4284167	21.2640556	e    	Boo
120642	208.0204167	-52.8114722	N    	Cen
120709	207.9567917	-32.9940278	k    	Cen
120710	207.95875	-32.9947222	k    	Cen
120955	208.3022917	-31.9275833	h    	Cen
120987	208.38675	-35.6641944	y    	Cen
121107	208.3039583	17.9328611	     	Boo
121130	207.8580833	64.7232778	i    	Dra
121263	208.885125	-47.2882778	zet  	Cen
121299	208.6758333	-1.5030833	p    	Vir
121370	208.6713333	18.3985833	eta  	Boo
121409	208.4626667	53.7286944	     	UMa
121607	209.1162083	1.0505556	     	Vir
121710	209.1423333	27.4921944	     	Boo
121743	209.5678333	-42.1006944	phi  	Cen
121790	209.669875	-44.8035278	ups01	Cen
121847	209.6299167	-24.9721667	     	Hya
121996	209.6622083	21.6963333	     	Boo
122066	210.0010417	-25.0101667	     	Hya
122223	210.4312083	-45.6033611	ups02	Cen
122250	211.33375	-76.7966667	the  	Aps
122405	210.293875	27.3865556	     	Boo
122408	210.4115833	1.5445833	tau  	Vir
122451	210.956	-60.3729722	bet  	Cen
122980	211.511625	-41.1795833	chi  	Cen
123123	211.5927917	-26.6820278	pi.  	Hya
123139	211.6721667	-36.3686944	the  	Cen
123177	211.5740417	-8.8916667	     	Vir
123255	211.6787917	-9.3135278	     	Vir
123299	211.097625	64.3758056	alf  	Dra
123630	212.2525	-10.3346111	     	Vir
123782	212.0723333	49.4580278	     	Boo
123998	214.5582083	-81.0076111	eta  	Aps
123999	212.5997917	25.0918333	d    	Boo
124063	211.7353333	74.59375	     	UMi
124206	213.1917917	-27.2611111	     	Hya
124294	213.2239167	-10.2740556	kap  	Vir
124547	212.2125417	77.5474444	     	UMi
124570	213.5222083	12.9595833	     	Boo
124601	214.1425	-59.9138889	R    	Cen
124674	213.365625	51.7878889	kap01	Boo
124675	213.370625	51.79	kap02	Boo
124679	213.7119167	10.101	     	Boo
124771	215.5966667	-80.1089167	eps  	Aps
124850	214.0036667	-5.9995278	iot  	Vir
124882	216.73225	-83.6678611	del  	Oct
124897	213.918125	19.1872778	alf  	Boo
125161	214.0419583	51.3670278	iot  	Boo
125162	214.0965833	46.0879167	lam  	Boo
125180	214.3685	15.2633611	     	Vir
125238	214.8509583	-46.0580833	iot  	Lup
125248	214.6595833	-18.7158889	CS   	Vir
125288	215.0814583	-56.3864722	v    	Cen
125337	214.7775	-13.3711667	lam  	Vir
125351	214.49925	35.5094722	A    	Boo
125451	214.8175833	13.0043889	     	Boo
125454	214.885625	-2.2653333	ups  	Vir
125473	215.1395	-37.8852778	psi  	Cen
125560	214.9388333	16.3068056	     	Boo
125823	215.7594167	-39.5117778	a    	Cen
125932	215.774625	-27.7537222	k    	Hya
126035	215.8567917	-11.7138889	     	Lib
126341	216.5343333	-45.2213889	tau01	Lup
126354	216.545	-45.37925	tau02	Lup
126660	216.3000833	51.8517222	the  	Boo
126661	216.6142083	19.2268333	f    	Boo
126722	216.85175	-6.1201944	     	Vir
126769	217.0435	-29.4915833	l    	Hya
126868	217.0509167	-2.2279444	phi  	Vir
126927	217.173875	-6.9004167	     	Vir
127243	217.1587083	49.8449722	g    	Boo
127381	218.1545	-50.4571111	sig  	Lup
127665	217.95775	30.3711389	rho  	Boo
127700	216.8813333	75.6959444	     	UMi
127739	218.1359167	22.2599722	     	Boo
127762	218.0198333	38.3078889	gam  	Boo
127972	218.876875	-42.15775	eta  	Cen
128167	218.6695417	29.7448056	sig  	Boo
128266	219.3340417	-46.1334167	a    	Lup
128345	219.471875	-49.42575	rho  	Lup
128609	219.29875	26.7361111	R    	Boo
128620	219.9204167	-60.8351389	alf  	Cen
128621	219.914125	-60.8394722	alf  	Cen
128898	220.627875	-64.9745833	alf  	Cir
129002	219.7095	44.4045556	     	Boo
129056	220.482375	-47.3881389	alf  	Lup
129078	221.9655417	-79.0447222	alf  	Aps
129116	220.4900417	-37.7934167	b    	Cen
129174	220.1815	16.4183056	pi.01	Boo
129175	220.1829167	16.4177778	pi.02	Boo
129246	220.2871667	13.7283333	zet  	Boo
129247	220.2870833	13.7283333	zet  	Boo
129312	220.4115	8.16175	     	Boo
129336	220.43175	11.6609444	     	Boo
129433	220.8065417	-24.9977222	     	Lib
129456	220.9145	-35.1732222	c01  	Cen
129502	220.7648333	-5.6574167	mu.  	Vir
129685	221.2466667	-35.1918333	c02  	Cen
129712	220.8557083	26.5278889	W    	Boo
129893	221.7554583	-52.3833056	b    	Lup
129926	221.50075	-25.4429167	m    	Hya
129956	221.3759583	0.7172778	     	Vir
129972	221.3104167	16.9644167	omi  	Boo
129978	221.49075	-15.4595556	     	Lib
129988	221.246875	27.0741667	eps  	Boo
129989	221.2466667	27.0741667	eps  	Boo
130109	221.5624583	1.8929444	     	Vir
130158	221.844	-25.6242222	     	Hya
130259	221.9365833	-26.0874722	     	Hya
130274	221.9898333	-26.6461389	     	Hya
130559	222.3295417	-14.1489722	mu.  	Lib
130650	225.46125	-83.2277778	pi.01	Oct
130694	222.5727917	-27.9602222	E    	Hya
130807	222.9096667	-43.5753056	omi  	Lup
130819	222.6719167	-15.9970833	alf01	Lib
130841	222.7199167	-16.0416111	alf02	Lib
130945	222.3278333	46.1163889	h    	Boo
130952	222.75425	-2.2988611	     	Lib
131041	222.4223333	48.7205556	     	Boo
131058	223.6774583	-65.9910556	zet  	Cir
131109	224.4715	-76.6626111	R    	Aps
131156	222.847	19.1006389	ksi  	Boo
131246	226.1956667	-83.0382778	pi.02	Oct
131430	223.5839167	-24.6421389	     	Lib
131492	224.1833333	-62.781	the  	Cir
131530	223.5954583	-11.8983333	ksi01	Lib
131562	224.0717917	-52.8095556	c    	Lup
131596	227.786625	-84.7878333	ome  	Oct
131873	222.6766667	74.1554722	bet  	UMi
131918	224.192125	-11.4097222	ksi02	Lib
132052	224.2960833	-4.3460833	     	Lib
132058	224.633125	-43.1338611	bet  	Lup
132132	224.3884167	-0.1675556	M    	Ser
132200	224.7904167	-42.1041389	kap  	Cen
132219	224.6637083	-27.6573056	     	Hya
132230	224.5559167	-11.15475	     	Lib
132345	224.7235	-11.1438611	     	Lib
132742	225.2432917	-8.5189444	del  	Lib
132772	224.9040417	39.2652222	     	Boo
132813	224.3963333	65.9323889	RR   	UMi
132851	225.5265833	-28.0605278	     	Hya
132905	226.2002083	-64.0313611	eta  	Cir
132933	225.4538333	-0.14025	     	Ser
133086	224.2013333	74.9009167	     	UMi
133124	225.527125	25.00825	ome  	Boo
133165	225.7252917	2.0912778	     	Vir
133208	225.486625	40.3906389	bet  	Boo
133216	226.01775	-25.2818611	sig  	Lib
133242	226.279625	-47.0511944	pi.  	Lup
133243	226.28	-47.0511111	pi.  	Lup
133582	226.1119167	26.9476667	psi  	Boo
133621	225.1154583	71.76525	     	UMi
133640	225.9486667	47.6540278	i    	Boo
133774	226.65675	-16.25675	nu.  	Lib
133800	226.7045833	-16.4843333	     	Lib
133955	227.2109583	-45.2798056	lam  	Lup
133962	226.357875	48.1508889	k    	Boo
134083	226.8247917	24.8695833	c    	Boo
134320	227.0990833	26.3011944	b    	Boo
134481	227.984	-48.7376944	kap01	Lup
134482	227.9907083	-48.7435833	kap02	Lup
134505	228.0716667	-52.0990833	zet  	Lup
134687	228.2066667	-44.5003611	e    	Lup
134759	228.0554583	-19.7916389	iot  	Lib
134967	228.3300833	-19.6474444	     	Lib
134987	228.3705417	-25.3091667	     	Lib
135153	228.6555417	-31.5191389	i    	Lup
135230	228.6407083	-17.7685278	     	Lib
135240	229.2370833	-60.95725	del  	Cir
135291	229.4120417	-63.6105	eps  	Cir
135379	229.379	-58.8008889	bet  	Cir
135382	229.727875	-68.6794722	gam  	TrA
135482	228.797375	4.9393611	     	Ser
135502	228.6217083	29.1642222	chi  	Boo
135559	228.95475	0.3721111	     	Ser
135722	228.8754167	33.3151111	del  	Boo
135734	229.6335417	-47.8751944	mu.  	Lup
135742	229.2519583	-9.3828611	bet  	Lib
135758	229.4576667	-30.1486667	f    	Lup
136202	229.8274167	1.7666667	     	Ser
136298	230.3430833	-40.6474722	del  	Lup
136351	230.5349583	-47.9274722	nu.01	Lup
136352	230.4565417	-48.3169722	nu.02	Lup
136366	230.2236667	-18.1585	     	Lib
136407	230.2556667	-15.5483889	omi  	Lib
136415	230.8444167	-59.3206944	gam  	Cir
136422	230.4518333	-36.2611667	phi01	Lup
136504	230.670375	-44.6895833	eps  	Lup
136512	230.036	29.6163056	omi  	CrB
136514	230.2584167	0.7155833	     	Ser
136664	230.789	-36.8584444	phi02	Lup
136726	229.2745	71.8238889	     	UMi
136753	230.3491667	31.3672222	S    	CrB
136801	230.7574167	-15.1340833	     	Lib
136831	230.5968333	12.5675278	     	Ser
136849	230.4525417	32.9336667	     	Boo
136933	231.187625	-39.7101389	ups  	Lup
137006	230.9319583	-1.0223056	     	Ser
137052	231.0497083	-10.3218889	eps  	Lib
137058	231.334375	-38.7335833	k    	Lup
137107	230.8009583	30.28825	eta  	CrB
137108	230.80125	30.2877778	eta  	CrB
137333	235.8170833	-84.4655	rho  	Oct
137387	232.8784167	-73.3895556	kap01	Aps
137391	231.1230833	37.3769722	mu.01	Boo
137392	231.1290417	37.3470833	mu.02	Boo
137422	230.1822917	71.8339722	gam  	UMi
137471	231.4475417	15.4280556	tau01	Ser
137686	230.376	73.4765833	     	UMi
137744	232.0641667	-16.7164167	     	Lib
137759	231.2324167	58.9660278	iot  	Dra
137898	232.1595417	1.8421667	     	Ser
137909	231.9577083	29.1055	bet  	CrB
137949	232.3949167	-17.4409444	     	Lib
138137	232.6682917	-16.6094444	     	Lib
138481	232.7322917	40.8330556	nu.01	Boo
138485	233.230125	-16.8528056	zet  	Lib
138527	233.0403333	16.0561389	tau02	Ser
138538	234.1799583	-66.3169167	eps  	TrA
138562	233.2414583	-1.1863056	A01  	Ser
138629	232.9457917	40.8993611	nu.02	Boo
138688	233.6554583	-28.0469167	     	Lib
138690	233.78525	-41.1666944	gam  	Lup
138716	233.5438333	-10.0639722	     	Lib
138749	233.2325	31.3591667	the  	CrB
138769	233.9719583	-44.9583333	d    	Lup
138800	235.089	-73.4466389	kap02	Aps
138905	233.8814167	-14.7895556	gam  	Lib
138917	233.7007917	10.5388611	del  	Ser
138918	233.7004167	10.5391667	del  	Ser
139006	233.671625	26.7149167	alf  	CrB
139063	234.2560833	-28.1350833	ups  	Lib
139074	233.8886667	17.6555833	tau03	Ser
139127	234.5138333	-42.5674722	ome  	Lup
139137	234.1405	-0.5614722	     	Ser
139153	233.8120833	39.0100556	mu.  	CrB
139195	234.123125	10.0104444	     	Ser
139216	234.1174583	15.1013889	tau04	Ser
139225	234.1216667	16.1191111	tau05	Ser
139365	234.6640833	-29.7776944	tau  	Lib
139446	234.727125	-19.3017222	     	Lib
139521	234.9415417	-34.4118889	psi01	Lup
139641	234.4564583	40.3532778	phi  	Boo
139663	235.0704583	-23.8180556	     	Lib
139664	235.298	-44.6605556	g    	Lup
139669	232.854375	77.3493333	the  	UMi
139777	232.299875	80.4483333	pi.01	UMi
139813	232.3490417	80.4500833	pi.01	UMi
139891	234.8425	36.6366667	zet01	CrB
139892	234.8445833	36.6358333	zet02	CrB
139980	235.6597917	-37.4248889	h    	Lup
139997	235.48675	-19.6785833	kap  	Lib
140008	235.671	-34.7103333	psi02	Lup
140027	235.2462083	16.0246389	tau06	Ser
140159	235.387875	19.6705	iot  	Ser
140160	235.4474583	12.8475278	chi  	Ser
140232	235.4781667	18.4638889	tau07	Ser
140417	236.0184167	-15.6726667	eta  	Lib
140436	235.686	26.2955278	gam  	CrB
140538	236.0077083	2.5155278	psi  	Ser
140573	236.0666667	6.4255278	alf  	Ser
140716	235.9971667	32.5158333	pi.  	CrB
140729	236.175625	17.2642222	tau08	Ser
140873	236.5235417	-1.8041111	A02  	Ser
141003	236.5467083	15.4219167	bet  	Ser
141004	236.6114583	7.35325	lam  	Ser
141187	236.8222917	14.1152778	ups  	Ser
141378	237.2367083	-3.8185278	     	Ser
141477	237.1850417	18.1417778	kap  	Ser
141513	237.4052917	-3.4301389	mu.  	Ser
141527	237.1434167	28.1567778	R    	CrB
141556	237.73975	-33.6271111	chi  	Lup
141637	237.7447917	-25.7512222	b    	Sco
141652	234.9113333	79.9831111	pi.02	UMi
141680	237.5730417	2.1966111	ome  	Ser
141714	237.39875	26.0685556	del  	CrB
141767	238.873375	-68.603	kap  	TrA
141795	237.7037083	4.4775833	eps  	Ser
141850	237.67375	15.1336111	R    	Ser
141851	237.8152083	-3.0904167	b    	Ser
141891	238.7867083	-63.42975	bet  	TrA
141992	237.8164167	20.9778889	rho  	Ser
142091	237.8080833	35.6582222	kap  	CrB
142096	238.3335833	-20.167	lam  	Lib
142105	236.0144167	77.7945	zet  	UMi
142114	238.4030417	-25.3270833	A    	Sco
142198	238.4561667	-16.7296111	the  	Lib
142267	238.3007917	13.198	     	Ser
142301	238.66475	-25.2436667	     	Sco
142373	238.1674583	42.45	chi  	Her
142378	238.7515417	-19.3828889	     	Lib
142445	238.8754167	-26.2659167	     	Sco
142500	238.6677917	8.5803333	     	Ser
142629	239.2228333	-33.9660278	ksi01	Lup
142630	239.2254583	-33.9641667	ksi02	Lup
142669	239.2212083	-29.214	rho  	Sco
142780	238.6578333	43.1384167	     	Her
142860	239.1124583	15.6647222	gam  	Ser
142908	238.9482083	37.94675	lam  	CrB
142926	238.8775417	42.5661389	     	Her
142980	239.311	14.4142778	phi  	Ser
142983	239.5474167	-14.2793056	     	Lib
143018	239.713	-26.1140556	pi.  	Sco
143107	239.3970833	26.8780278	eps  	CrB
143118	240.0305833	-38.3966389	eta  	Lup
143275	240.083375	-22.6216111	del  	Sco
143333	240.08325	-16.5323889	     	Lib
143454	239.8758333	25.9202778	T    	CrB
143459	240.1985	-8.4113333	     	Lib
143474	240.88425	-57.7748611	iot01	Nor
143546	240.8035833	-49.2297222	eta  	Nor
143666	240.3097917	17.8180278	r    	Her
143761	240.2616667	33.3053889	rho  	CrB
143807	240.3607917	29.8510833	iot  	CrB
143894	240.5737083	22.8043889	pi.  	Ser
144046	240.9404583	4.9868056	     	Ser
144069	241.090125	-11.3735556	ksi  	Sco
144070	241.0920833	-11.3730556	ksi  	Sco
144197	241.6225833	-45.1732778	del  	Nor
144205	240.6634583	47.2401944	X    	Her
144206	240.699375	46.0368611	ups  	Her
144217	241.3592917	-19.8053889	bet01	Sco
144218	241.36075	-19.8018333	bet02	Sco
144284	240.47375	58.5644444	the  	Dra
144294	241.6481667	-36.8022222	the  	Lup
144470	241.7017917	-20.6691389	ome01	Sco
144480	242.3273333	-57.9341667	iot02	Nor
144608	241.85125	-20.8686667	ome02	Sco
144708	241.9018333	-12.7453333	     	Sco
144874	241.9064583	9.89175	     	Ser
144937	242.023875	10.0805	     	Ser
145000	242.0207083	17.0544444	kap  	Her
145001	242.0189583	17.047	kap  	Her
145002	242.117	8.5343333	     	Ser
145122	242.1943333	17.2057222	     	Her
145328	242.2430417	36.4901111	tau  	CrB
145361	243.345	-55.5408333	zet  	Nor
145366	245.0868333	-78.6956667	del01	Aps
145384	243.3207083	-53.6711667	     	Nor
145388	245.1119167	-78.6674167	del02	Aps
145389	242.1925	44.9348056	phi  	Her
145397	243.3697083	-54.6304167	kap  	Nor
145482	243.075875	-27.9263056	c02  	Sco
145483	243.066875	-28.4171944	c01  	Sco
145501	242.9941667	-19.4497222	nu.  	Sco
145502	242.9989167	-19.4606389	nu.  	Sco
145544	243.8594583	-63.6856389	del  	TrA
145570	243	-10.0641944	psi  	Sco
145607	243.030375	-8.5475833	     	Sco
145622	240.8808333	76.7938889	     	UMi
145647	242.86975	16.6656667	q    	Her
145675	242.600875	43.8183611	     	Her
145713	242.9085417	23.4948333	     	Her
145842	243.8139583	-47.3719167	the  	Nor
145892	243.3142083	5.0211111	     	Her
145897	243.462125	-11.8377222	chi  	Sco
145958	243.3264167	13.5279167	     	Ser
146051	243.5865417	-3.6939722	del  	Oph
146143	244.2539167	-50.0681111	gam01	Nor
146233	243.9047083	-8.36825	     	Sco
146279	243.75525	11.4899167	     	Her
146361	243.671	33.8588333	sig  	CrB
146362	243.67	33.8583333	sig  	CrB
146388	243.8695	18.8083056	     	Her
146624	244.5746667	-28.6137778	d    	Sco
146667	244.8235	-42.6739444	lam  	Nor
146686	244.9607083	-50.1553889	gam02	Nor
146738	244.1865417	29.1503056	ups  	CrB
146791	244.5801667	-4.6926111	eps  	Oph
146926	242.706375	75.8775278	     	UMi
147025	244.5985833	25.8966944	     	Her
147084	245.1590833	-24.1692778	omi  	Sco
147142	243.1341667	75.2105833	     	UMi
147165	245.2971667	-25.59275	sig  	Sco
147394	244.9352083	46.3132778	tau  	Her
147449	245.5185	1.0289167	sig  	Ser
147547	245.4801667	19.1530278	gam  	Her
147584	247.1158333	-70.0846667	zet  	TrA
147675	248.3644167	-78.8969722	gam  	Aps
147677	245.5245417	30.8917222	ksi  	CrB
147700	246.0258333	-20.0372222	psi  	Oph
147749	245.58925	33.7991389	nu.01	CrB
147767	245.62175	33.7033611	nu.02	CrB
147787	246.988625	-64.058	iot  	TrA
147835	245.7353333	32.3330278	     	Her
147869	246.045125	6.9481667	o    	Her
147933	246.3963333	-23.4471111	rho  	Oph
147934	246.39625	-23.4461111	rho  	Oph
147971	246.7960417	-47.5547222	eps  	Nor
148048	244.3770833	75.7546944	eta  	UMi
148112	246.353875	14.0334167	ome  	Her
148184	246.756	-18.4561944	chi  	Oph
148206	246.44875	18.8925	U    	Her
148283	246.3507083	37.3940833	     	Her
148367	246.9509583	-8.3716944	ups  	Oph
148387	245.9979583	61.5140833	eta  	Dra
148478	247.3519583	-26.4319444	alf  	Sco
148605	247.552	-25.1151667	i    	Sco
148703	247.8455833	-34.7043333	N    	Sco
148783	247.1605	41.8816944	g    	Her
148786	247.7849583	-16.6126389	phi  	Oph
148856	247.55525	21.4896389	bet  	Her
148857	247.7285	1.9841111	lam  	Oph
