HR	Name	HD	RA	DEC	mag	Type
407	          	8634	01 25 35.7	+23 30 42	6.18	  F5III
408	          	8651	01 24 40.8	-41 29 33	5.42	  K0III
409	          	8671	01 26 18.6	+43 27 28	5.96	  F7V
410	          	8673	01 26 08.7	+34 34 47	6.31	  F7V
411	          	8681	01 24 41.9	-44 31 42	6.26	  K1II
412	 46    Cet	8705	01 25 37.2	-14 35 56	4.9	  K2.5IIIb
413	 93Rho Psc	8723	01 26 15.3	+19 10 20	5.38	  F2V:
414	 94    Psc	8763	01 26 41.7	+19 14 25	5.5	  K1III
415	          	8774	01 27 06.2	+34 22 39	6.27	  F7IVb vs
416	          	8779	01 26 27.3	-00 23 55	6.41	  K0IV
417	 48Ome And	8799	01 27 39.4	+45 24 24	4.83	  F5IV
418	          	8801	01 27 26.6	+41 06 02	6.46	  A7m
419	          	8803	01 26 53.5	+03 32 07	6.58	  B9V+A8V
420	          	8810	01 25 05.3	-64 22 10	5.93	  K5III
421	 47    Cet	8829	01 26 51.6	-13 03 24	5.66	  F0IIIDel Del
422	          	8837	01 27 47.0	+40 20 08	6.6	  A0III
423	          	8879	01 26 58.1	-32 32 35	5.79	  C6II
424	  1Alp UMi	8890	02 31 48.7	+89 15 51	2.02	  F7:Ib-II
425	          	8921	01 27 46.6	-10 54 06	6.13	  K4III-IV
426	          	8949	01 28 22.9	+07 57 41	6.2	  K1III
427	 38    Cas	9021	01 31 13.8	+70 15 53	5.81	  F6V
428	          	9030	01 30 52.3	+66 05 53	6.14	  A2V s
429	   Gam Phe	9053	01 28 21.9	-43 19 06	3.41	  M0-IIIa
430	 49    And	9057	01 30 06.2	+47 00 26	5.27	  K0III
431	          	9065	01 28 43.3	-33 45 49	6.58	  F0IV
432	 97    Psc	9100	01 29 52.9	+18 21 20	6.02	  A4IV
433	 48    Cet	9132	01 29 36.1	-21 37 46	5.12	  A1V
434	 98Mu  Psc	9138	01 30 11.1	+06 08 38	4.84	  K4III
435	          	9184	01 29 30.4	-46 45 23	6.31	  M2III
436	          	9228	01 30 22.9	-26 12 28	5.93	  K4III
437	 99Eta Psc	9270	01 31 29.0	+15 20 45	3.62	  G7IIIa
438	          	9298	01 32 07.6	+34 48 00	6.39	  B7IIIpHgMn
439	          	9352	01 33 25.8	+58 19 39	5.7	  K0Ib+B9V
440	   Del Phe	9362	01 31 15.1	-49 04 22	3.95	  K0III
441	          	9377	01 31 43.3	-30 17 00	5.82	  K0III
442	 39Chi Cas	9408	01 33 55.9	+59 13 55	4.71	  G9IIIb
443	          	9414	01 31 39.1	-45 34 32	6.17	  A2V
444	          	9484	01 33 03.5	-09 00 53	6.59	  A0III
445	          	9525	01 32 56.0	-36 51 55	5.51	  K0III
446	          	9531	01 34 16.6	+37 14 14	5.88	  B9IV
447	          	9544	01 32 36.3	-49 43 40	6.28	  F4V
448	          	9562	01 33 42.9	-07 01 31	5.76	  G2IV
449	          	9612	01 37 22.5	+74 18 03	6.58	  B9Ve
450	          	9640	01 34 49.1	+18 27 38	5.89	  M2IIIab
451	 49    Cet	9672	01 34 37.8	-15 40 34	5.63	  A3V
452	          	9712	01 35 52.5	+41 04 35	6.38	  K1III
453	          	9742	01 34 50.7	-31 53 32	6.12	  K0-1III
454	          	9746	01 36 27.2	+48 43 22	5.92	 gK1
455	101    Psc	9766	01 35 46.4	+14 39 41	6.22	  B9.5III
456	 40    Cas	9774	01 38 30.9	+73 02 24	5.28	  G8III
457	          	9780	01 35 54.8	+17 26 01	5.8	  F0IV
458	 50Ups And	9826	01 36 47.8	+41 24 20	4.09	  F8V
459	 50    Cet	9856	01 35 59.0	-15 24 01	5.42	  K2IIIaBa0.2CN1
460	          	9896	01 35 15.2	-58 08 22	6.01	  F2V
461	          	9900	01 38 07.6	+57 58 39	5.56	  G5II
462	   Tau Scl	9906	01 36 08.4	-29 54 27	5.69	  F2V
463	102Pi  Psc	9919	01 37 05.9	+12 08 30	5.57	  F0V
464	 51    And	9927	01 37 59.6	+48 37 42	3.57	  K3-III
465	          	9996	01 38 31.7	+45 24 00	6.36	  B9pCrEu
466	          	10009	01 37 37.7	-09 24 14	6.24	  F7V
467	          	10042	01 33 39.2	-78 30 17	6.11	  K0III
468	          	10052	01 36 44.8	-58 16 15	6.18	  M3III
469	 52Chi And	10072	01 39 21.0	+44 23 10	4.98	  G8III
470	          	10110	01 40 13.1	+53 52 06	6.39	  K5III
471	          	10142	01 38 27.4	-36 31 42	5.94	  K0IV
472	   Alp Eri	10144	01 37 42.9	-57 14 12	0.46	  B3Vpe
473	          	10148	01 38 51.8	-21 16 31	5.58	  A4n
474	          	10161	01 38 50.0	-25 01 19	6.7	  B9Vn
475	105    Psc	10164	01 39 40.8	+16 24 21	5.97	  K2III
476	          	10204	01 40 39.8	+43 17 52	5.61	sgA9
477	 53Tau And	10205	01 40 34.8	+40 34 37	4.94	  B8III
478	 43    Cas	10221	01 42 20.5	+68 02 35	5.59	  A0pSiSr
479	          	10241	01 38 48.2	-53 26 20	6.84	  F5IV-V
480	 42    Cas	10250	01 42 55.9	+70 37 21	5.18	  B9V
481	          	10260	01 42 03.0	+61 02 18	6.71	  B8IIIpSi
482	          	10293	01 42 17.8	+58 37 40	6.37	  B8III
483	          	10307	01 41 47.2	+42 36 49	4.95	  G1.5V
484	          	10308	01 41 18.4	+25 44 45	6.17	  F2III
485	          	10348	01 41 39.2	+30 02 50	5.99	  K0III
486	          	10360	01 39 47.4	-56 11 53	5.87	  K0V
487	          	10361	01 39 47.8	-56 11 41	5.76	  K5V
488	          	10362	01 42 58.4	+61 25 18	6.34	  B7II
489	106Nu  Psc	10380	01 41 25.9	+05 29 15	4.44	  K3IIIbBa0.1
490	          	10390	01 42 03.5	+35 14 44	5.64	  B9IV-V
491	 44    Cas	10425	01 43 19.7	+60 33 04	5.78	  B8IIIn
492	          	10453	01 41 44.7	-11 19 29	5.75	  F5V+F7V
493	107    Psc	10476	01 42 29.8	+20 16 07	5.24	  K1V
494	          	10481	01 41 27.3	-38 07 59	6.17	  F2V
495	          	10486	01 43 16.5	+45 19 20	6.34	  K2IV
496	   Phi Per	10516	01 43 39.6	+50 41 19	4.07	  B2Vep
497	   Pi  Scl	10537	01 42 08.6	-32 19 37	5.25	  K0III
498	          	10538	01 42 03.0	-36 49 57	5.72	  A1V
499	          	10543	01 44 17.9	+57 32 11	6.21	  A3V
500	          	10550	01 42 43.5	-03 41 25	4.99	  K3II-III
501	          	10553	01 41 41.1	-50 02 20	6.64	  A3V
502	          	10587	01 44 46.1	+57 05 21	6.25	  A2V
503	          	10588	01 43 50.0	+32 11 30	6.34	  G8III-IV
504	          	10597	01 44 26.5	+46 08 23	6.35	  K5III
505	          	10615	01 41 48.0	-60 47 22	5.71	  K2-3III
506	          	10647	01 42 29.3	-53 44 26	5.52	  F9V
507	          	10658	01 43 54.8	-04 45 56	6.19	  K0
508	109    Psc	10697	01 44 55.8	+20 04 59	6.27	  G3Va
509	 52Tau Cet	10700	01 44 04.1	-15 56 15	3.5	  G8V
510	110Omi Psc	10761	01 45 23.6	+09 09 28	4.26	  G8III
511	          	10780	01 47 44.8	+63 51 08	5.63	  K0V
512	          	10800	01 37 55.6	-82 58 30	5.87	  G2V
513	          	10824	01 45 59.3	-05 44 00	5.34	  K4III
514	   Eps Scl	10830	01 45 38.8	-25 03 09	5.31	  F1V
515	          	10845	01 46 35.3	+17 24 47	6.55	  A9III
516	   Tau1Hyi	10859	01 41 21.3	-79 08 54	6.33	  G6-8III
517	          	10863	01 46 01.0	-27 20 57	6.39	  F2Vn
518	          	10874	01 47 48.0	+46 13 47	6.32	  F6V
519	          	10934	01 46 05.8	-50 48 59	5.49	  M3III
520	          	10939	01 46 06.3	-53 31 19	5.04	  A1V
521	          	10975	01 48 38.9	+37 57 10	5.94	  K0III
522	  4    Ari	10982	01 48 10.9	+16 57 20	5.84	  B9.5V
523	          	11007	01 48 41.6	+32 41 25	5.79	  F8V
524	          	11022	01 47 16.8	-41 45 36	6.18	  K5-M0III
525	          	11025	01 37 28.0	-84 46 11	5.69	  G8III
526	          	11031	01 49 15.7	+47 53 49	5.82	  A3V
527	          	11037	01 48 26.0	+03 41 08	5.91	  G9III
528	          	11050	01 47 47.8	-37 09 35	6.32	  K0III
529	          	11151	01 50 57.1	+51 56 00	5.9	  F5IV
530	  1    Ari	11154	01 50 08.5	+22 16 31	5.86	  K1III+A6V
531	 53Chi Cet	11171	01 49 35.1	-10 41 11	4.67	  F3III
532	          	11183	01 49 19.5	-31 04 22	6.34	  K2-3III
533	  1    Per	11241	01 51 59.3	+55 08 51	5.52	  B1.5V
534	          	11257	01 50 52.0	+11 02 36	5.94	  F2V w
535	          	11262	01 49 48.8	-38 24 14	6.37	  F8V
536	  2    Per	11291	01 52 09.4	+50 47 34	5.79	  B9IIIpHgMn
537	          	11332	01 50 20.2	-47 48 59	6.14	  K1IV
538	          	11335	01 52 50.8	+51 28 29	6.26	  A3V
539	 55Zet Cet	11353	01 51 27.6	-10 20 06	3.73	  K0IIIBa0.1
540	          	11408	01 53 48.5	+55 35 53	6.45	  A5m
541	          	11413	01 50 54.5	-50 12 22	5.94	  A1Vp
542	 45Eps Cas	11415	01 54 23.7	+63 40 12	3.38	  B3III
543	 55    And	11428	01 53 17.3	+40 43 47	5.4	 gK1
544	  2Alp Tri	11443	01 53 04.9	+29 34 44	3.41	  F6IV
545	  5Gam1Ari	11503	01 53 31.8	+19 17 45	4.83	  B9V
546	  5Gam2Ari	11502	01 53 31.8	+19 17 37	4.75	  A1pSi
547	          	11522	01 52 52.1	-16 55 45	5.8	  F0IIIn
548	 46Ome Cas	11529	01 56 00.0	+68 41 07	4.99	  B8III
549	111Xi  Psc	11559	01 53 33.3	+03 11 15	4.62	  K0III
550	   Tau2Hyi	11604	01 47 46.5	-80 10 36	6.06	  F0IV
551	          	11613	01 54 53.8	+40 42 07	6.24	  K2
552	          	11624	01 54 57.5	+37 07 42	6.26	  K0
553	  6Bet Ari	11636	01 54 38.4	+20 48 29	2.64	  A5V
554	          	11643	01 53 23.2	-38 35 41	6.1	  K1II
555	   Psi Phe	11695	01 53 38.8	-46 18 09	4.41	  M4III
556	          	11727	01 55 54.4	+37 16 40	5.89	 gM0
557	 56    And	11749	01 56 09.3	+37 15 06	5.67	  K0III
558	   Phi Phe	11753	01 54 22.0	-42 29 49	5.11	  A3V
559	  7    Ari	11763	01 55 51.0	+23 34 38	5.74	  K1III
560	          	11803	01 55 53.8	+01 50 59	6.01	  F7V+G0V
561	          	11857	01 58 33.3	+61 41 53	6.02	  B5III
562	          	11905	01 57 56.4	+41 41 40	6.78	  B8III
563	  8Iot Ari	11909	01 57 21.1	+17 49 03	5.1	  K1p
564	          	11928	01 57 43.8	+27 48 16	5.82	  M2III
565	 56    Cet	11930	01 56 40.2	-22 31 37	4.85	  K4III
566	   Chi Eri	11937	01 55 57.5	-51 36 32	3.7	  G8IIIbCNIV
567	          	11946	01 59 38.0	+64 37 17	5.26	  A0Vn
568	  3    Per	11949	01 58 33.6	+49 12 15	5.69	  K0IV
569	  9Lam Ari	11973	01 57 55.7	+23 35 46	4.79	  F0V
570	   Eta2Hyi	11977	01 54 56.1	-67 38 50	4.69	  G8.5III
571	          	11995	01 55 46.4	-60 51 41	6.06	  F0IV-V
572	          	12005	02 02 57.2	+77 54 59	6.04	  K0
573	          	12042	01 57 00.1	-51 45 58	6.1	  F6-7V
574	          	12055	01 57 10.0	-47 23 06	4.83	  G8III
575	 48    Cas	12111	02 01 57.4	+70 54 25	4.54	  A3IV
576	          	12135	01 58 26.7	-33 04 00	6.35	  K0III
577	          	12139	01 59 35.7	+21 03 30	5.87	  K0III-IV
578	          	12140	01 59 25.9	+12 17 41	6.09	  A6V
579	          	12173	02 03 10.5	+73 51 02	6.23	  A5III
580	 50    Cas	12216	02 03 26.1	+72 25 17	3.98	  A2V
581	 47    Cas	12230	02 05 07.4	+77 16 53	5.38	  F0Vn
582	112    Psc	12235	02 00 09.2	+03 05 50	5.88	  G2IV
583	 57    Cet	12255	01 59 46.1	-20 49 28	5.41	  M1III
584	          	12270	01 57 53.6	-65 25 29	6.37	  G8II-III
585	 59Ups Cet	12274	02 00 00.3	-21 04 40	4	  M0III
586	 52    Cas	12279	02 02 52.7	+64 54 05	6	  A1Vn
587	          	12292	02 00 26.9	-08 31 25	5.51	  M3III
588	          	12296	01 59 38.8	-42 01 50	5.57	  K1III
589	 53    Cas	12301	02 03 00.3	+64 23 24	5.58	  B8Ib
590	  4    Per	12303	02 02 18.1	+54 29 15	5.04	  B8III
591	   Alp Hyi	12311	01 58 46.2	-61 34 11	2.86	  F0V
592	 49    Cas	12339	02 05 31.2	+76 06 54	5.22	  G8III
593	   Sig Hyi	12363	01 55 50.5	-78 20 54	6.16	  F5-6IV-V
594	   Pi  For	12438	02 01 14.7	-30 00 06	5.35	  G5III
595	113Alp Psc	12446	02 02 02.8	+02 45 49	5.23	  A3m
596	113Alp Psc	12447	02 02 02.8	+02 45 49	4.33	  A0pSiSr
597	          	12467	02 09 25.3	+81 17 45	6.05	  A1V
598	          	12468	02 04 40.1	+65 06 12	6.52	  A0V
599	  3Eps Tri	12471	02 02 58.0	+33 17 02	5.5	  A2V
600	          	12477	01 59 41.1	-66 03 59	6.1	  K1III
601	          	12479	02 02 35.2	+13 28 36	5.94	  M2III
602	   Chi Phe	12524	02 01 42.4	-44 42 49	5.14	  K5III
603	 57Gam1And	12533	02 03 54.0	+42 19 47	2.26	  K3-IIb
654	          	13854	02 16 51.7	+57 03 19	6.48	  B1Iab
604	 57Gam2And	12534	02 03 54.7	+42 19 51	4.84	  B8V+A0V
605	 10    Ari	12558	02 03 39.3	+25 56 08	5.63	  F8IV
606	          	12563	02 02 28.1	-29 39 54	6.42	  A3III
607	 60    Cet	12573	02 03 11.7	+00 07 42	5.43	  A5III
608	          	12583	02 02 58.6	-15 18 21	5.86	  G3IV
609	          	12594	02 03 42.6	+18 15 12	6.21	 gK4
610	 61    Cet	12641	02 03 48.2	-00 20 25	5.93	  G5II-III+G5V
611	          	12642	02 03 40.5	-04 06 13	5.62	  K5I:
612	   Nu  For	12767	02 04 29.4	-29 17 49	4.69	  B9.5pSi
613	 12Kap Ari	12869	02 06 33.9	+22 38 54	5.03	  A2m
614	          	12872	02 06 12.3	+08 14 51	6.31	  M2III:
615	 11    Ari	12885	02 06 49.2	+25 42 17	6.15	  B9IV-Vn
616	          	12923	02 06 29.3	+00 02 06	6.28	  K0
617	 13Alp Ari	12929	02 07 10.4	+23 27 45	2	  K2-IIICa-1
618	          	12953	02 08 40.5	+58 25 25	5.67	  A1Ia
619	          	13013	02 08 33.6	+44 27 34	6.42	  G8III-IV
620	 58    And	13041	02 08 29.3	+37 51 33	4.82	  A5IV-V
621	          	13137	02 10 07.8	+53 50 35	6.31	  G8III
622	  4Bet Tri	13161	02 09 32.6	+34 59 14	3	  A5III
623	 14    Ari	13174	02 09 25.3	+25 56 23	4.98	  F2III
624	          	13201	02 09 23.1	+17 13 28	6.43	  F5V
625	          	13215	02 08 45.7	-17 46 46	6.1	  M2III
626	          	13222	02 13 21.2	+74 01 40	6.29	  G8III
627	  5    Per	13267	02 11 29.0	+57 38 45	6.36	  B5Ia
628	 59    And	13294	02 10 52.8	+39 02 22	5.63	  B9V
629	 59    And	13295	02 10 53.7	+39 02 35	6.1	  A1Vn
630	          	13305	02 09 34.8	-24 20 45	6.48	  F4III
631	 15    Ari	13325	02 10 37.6	+19 30 01	5.7	  M3IIIab
632	          	13336	02 09 09.3	-43 31 00	5.85	  K1III
633	 16    Ari	13363	02 11 12.0	+25 56 13	6.02	 gK4
634	  5    Tri	13372	02 11 25.0	+31 31 35	6.23	  A1m
635	 64    Cet	13421	02 11 21.1	+08 34 11	5.63	  G0IV
636	          	13423	02 10 04.9	-43 48 56	6.32	  G8III
637	          	13445	02 10 25.6	-50 49 28	6.12	  K1V
638	          	13456	02 11 22.2	-10 03 08	6.01	  F5V
639	 63    Cet	13468	02 11 35.8	-01 49 31	5.93	 gG9
640	 55    Cas	13474	02 14 29.1	+66 31 28	6.07	  G0II-III+B9V
641	          	13476	02 13 41.5	+58 33 40	6.44	  A3Iab
642	  6    Tri	13480	02 12 22.3	+30 18 11	4.94	  G5III+F5V
643	 60    And	13520	02 13 13.3	+44 13 54	4.83	  K3.5IIIBa0.5:
644	          	13522	02 12 37.5	+24 10 04	5.96	  K0
645	          	13530	02 13 36.3	+51 03 57	5.31	  G8III:
646	 17Eta Ari	13555	02 12 48.1	+21 12 39	5.27	  F5V
647	          	13594	02 14 02.6	+47 29 03	6.06	  F4V
648	 19    Ari	13596	02 13 03.3	+15 16 47	5.71	  M0III
649	 65Xi 1Cet	13611	02 13 00.0	+08 50 48	4.37	  G6II-IIICN-2
650	 66    Cet	13612	02 12 47.5	-02 23 37	5.54	  F8V
651	          	13692	02 13 00.9	-21 00 01	5.86	  G9III
652	   Mu  For	13709	02 12 54.5	-30 43 26	5.28	  B9V
653	          	13818	02 15 57.9	+47 48 41	6.33	  G9III-IV
655	  7    Tri	13869	02 15 56.2	+33 21 32	5.28	  A0V
656	 20    Ari	13871	02 15 46.0	+25 46 59	5.79	  F6IV-V
657	 21    Ari	13872	02 15 42.8	+25 02 35	5.58	  F6V
658	          	13936	02 15 28.3	-09 27 56	6.55	  A0V
659	          	13940	02 14 32.0	-41 10 00	5.91	  G8III
660	  8Del Tri	13974	02 17 03.2	+34 13 27	4.87	  G0.5V
661	  8    Per	13982	02 17 59.9	+57 53 59	5.75	  K3III
662	  7    Per	13994	02 18 04.5	+57 31 00	5.98	  G7III
663	          	14028	02 17 33.4	+44 18 25	6.7	  M7-8Se
664	  9Gam Tri	14055	02 17 18.9	+33 50 50	4.01	  A1Vnn
665	          	14067	02 17 10.4	+23 46 04	6.55	  G9III
666	 67    Cet	14129	02 16 59.0	-06 25 20	5.51	  G8.5III
667	   Pi 1Hyi	14141	02 14 14.7	-67 50 30	5.55	  M1III
668	          	14171	02 20 12.9	+64 20 14	6.6	  B9.5V
669	 22The Ari	14191	02 18 07.5	+19 54 04	5.62	  A1Vn
670	 62    And	14212	02 19 16.8	+47 22 48	5.3	  A1V
671	          	14213	02 19 10.9	+46 28 21	6.21	  A4V
672	          	14214	02 18 01.4	+01 45 28	5.58	  G0.5IVb
673	          	14221	02 19 22.7	+48 57 19	6.37	  F4V
674	   Phi Eri	14228	02 16 30.6	-51 30 44	3.56	  B8V-IV
675	 10    Tri	14252	02 18 57.0	+28 38 33	5.03	  A2V
676	          	14262	02 18 58.0	+23 10 04	6.46	  A1V+F3III
677	          	14272	02 19 37.3	+39 50 06	6.63	  B8V
678	   Pi 2Hyi	14287	02 15 28.5	-67 44 47	5.69	  K2III
679	          	14372	02 20 41.4	+47 18 39	6.11	  B5V
680	          	14373	02 20 04.4	+30 11 18	6.47	  K0
681	 68Omi Cet	14386	02 19 20.7	-02 58 39	3.04	  M7IIIe+Bep
682	 63    And	14392	02 20 58.2	+50 09 05	5.59	  B9pSi
683	          	14412	02 18 58.5	-25 56 44	6.34	  G5V
684	          	14417	02 19 40.8	-04 20 44	6.5	  A3V
685	  9    Per	14489	02 22 21.4	+55 50 44	5.17	  A2Ia
686	          	14509	02 19 24.7	-41 50 54	6.37	  K2III
687	          	14622	02 22 50.3	+41 23 47	5.82	  F0III-IV
688	          	14641	02 19 54.3	-55 56 41	5.81	  K5III
689	 69    Cet	14652	02 21 56.6	+00 23 45	5.28	  M2III
690	          	14662	02 23 51.8	+55 21 52	6.28	  F7Ib
691	 70    Cet	14690	02 22 12.4	-00 53 06	5.42	  F0Vn
692	          	14691	02 22 01.4	-10 46 40	5.46	  F0V
693	          	14728	02 22 05.0	-17 39 44	5.87	  K0III
694	 64    And	14770	02 24 24.9	+50 00 24	5.19	  G8III
695	   Kap For	14802	02 22 32.6	-23 48 59	5.2	  G0Va
696	 10    Per	14818	02 25 16.0	+56 36 36	6.25	  B2Ia
697	          	14830	02 22 57.8	-18 21 16	6.22	  G5
698	          	14832	02 22 11.8	-43 12 00	6.31	  K0III
699	 65    And	14872	02 25 37.4	+50 16 43	4.71	  K4+III
700	          	14890	02 23 06.5	-37 34 35	6.53	  K2III
701	          	14943	02 22 54.6	-51 05 32	5.92	  A5V
702	 24Xi  Ari	14951	02 24 49.0	+10 36 38	5.47	  B7IV
703	          	14988	02 24 20.1	-25 50 51	6.44	  K3III
704	 71    Cet	15004	02 24 58.4	-02 46 48	6.33	  A0III
705	   Del Hyi	15008	02 21 44.9	-68 39 34	4.09	  A3V
706	          	15064	02 24 33.8	-40 50 26	6.18	  G2V
707	   Iot Cas	15089	02 29 04.0	+67 24 09	4.52	  A5pSr
708	 72Rho Cet	15130	02 25 57.0	-12 17 26	4.89	  B9.5Vn
709	 66    And	15138	02 27 51.8	+50 34 11	6.12	  F4V
710	          	15144	02 26 00.3	-15 20 28	5.83	  A6VpSrCr
711	          	15152	02 27 07.0	+27 00 48	6.18	  K5III
712	 11    Tri	15176	02 27 27.7	+31 48 05	5.54	 gK1
713	          	15220	02 26 35.2	-20 02 34	5.88	  K2III
714	   Lam Hor	15233	02 24 53.9	-60 18 43	5.35	  F2III
715	   Kap Hyi	15248	02 22 52.3	-73 38 45	5.01	  K1III
716	          	15253	02 29 25.0	+55 32 11	6.51	  A2pShell
717	 12    Tri	15257	02 28 10.0	+29 40 10	5.29	  F0III
718	 73Xi 2Cet	15318	02 28 09.5	+08 27 36	4.28	  B9III
719	          	15328	02 28 00.0	+01 57 39	6.45	  K0III
720	 13    Tri	15335	02 28 48.5	+29 55 55	5.89	  G0V
721	   Kap Eri	15371	02 26 59.1	-47 42 14	4.25	  B5IV
722	          	15379	02 25 26.3	-66 29 41	6.41	  M5III
723	          	15385	02 29 13.6	+23 28 08	6.19	  A5m
724	   Phi For	15427	02 28 01.7	-33 48 40	5.14	  A2V
725	          	15453	02 29 35.3	+09 33 57	6.07	  K2III
726	          	15464	02 30 16.6	+33 50 02	6.25	  K1III
727	          	15471	02 28 35.4	-31 06 09	6.11	  K2IIICNII
728	          	15524	02 30 32.4	+25 14 06	5.92	  F6IV
729	 26    Ari	15550	02 30 38.4	+19 51 19	6.15	  A9V
730	          	15588	02 29 55.4	-22 40 58	6.77	  A9V
731	 27    Ari	15596	02 30 54.4	+17 42 14	6.23	  G5III-IV
732	          	15633	02 30 45.2	+00 15 19	6	  A7III-IV s
733	          	15634	02 30 13.8	-25 11 11	6.51	 dA9n
734	          	15646	02 28 04.4	-64 17 59	6.37	  A0V
735	          	15652	02 30 32.8	-22 32 44	6.1	  M1III
736	 14    Tri	15656	02 32 06.2	+36 08 50	5.15	  K5III
737	          	15694	02 31 30.1	+02 16 02	5.25	  K3III
738	          	15755	02 32 52.5	+34 32 33	5.83	  K0III
739	 75    Cet	15779	02 32 09.4	-01 02 06	5.35	 gG3
740	 76Sig Cet	15798	02 32 05.2	-15 14 41	4.75	  F4IV
741	 29    Ari	15814	02 32 54.1	+15 02 05	6.04	  F8V
742	          	15889	02 32 14.8	-36 25 39	6.3	  G8III
743	          	15920	02 38 02.0	+72 49 06	5.16	  G8III
744	   Lam1For	15975	02 33 07.0	-34 39 00	5.9	  K0III
745	          	15996	02 33 40.2	-20 00 07	6.21	  K0
746	          	16004	02 35 27.9	+39 39 52	6.36	  B9pHgMn
747	          	16024	02 37 36.1	+65 44 44	5.78	  K5III
748	          	16028	02 35 38.8	+37 18 44	5.71	  K3III
749	   Ome For	16046	02 33 50.7	-28 13 57	4.9	  B9.5V
750	 15    Tri	16058	02 35 46.8	+34 41 15	5.35	  M3IIIa
751	          	16060	02 35 04.1	+07 28 17	6.18	 gG6
752	 77    Cet	16074	02 34 42.7	-07 51 34	5.75	 gK4
753	          	16160	02 36 04.9	+06 53 13	5.82	  K3V
754	 78Nu  Cet	16161	02 35 52.5	+05 35 36	4.86	  G8III
755	          	16170	02 33 54.6	-51 05 37	6.24	  F6V
756	          	16176	02 36 57.2	+38 43 58	5.9	  F5V
757	          	16187	02 36 42.9	+31 36 27	6.1	  K0
758	          	16210	02 37 02.5	+34 15 50	5.3	  M4IIIe
759	 80    Cet	16212	02 36 00.0	-07 49 54	5.53	  M0III
760	          	16219	02 37 20.8	+39 53 45	6.54	  B5V
761	          	16220	02 37 06.4	+32 53 31	6.25	  F8V
762	          	16226	02 33 33.6	-62 35 13	6.77	  B9V
763	 31    Ari	16234	02 36 37.9	+12 26 51	5.68	  F7V
764	 30    Ari	16232	02 36 57.7	+24 38 54	7.09	  F4V
765	 30    Ari	16246	02 37 00.5	+24 38 51	6.5	  F6III
766	          	16247	02 36 35.1	+07 43 47	5.81	 gK0
767	   Iot1For	16307	02 36 09.3	-30 02 41	5.75	  G8-K0III
768	          	16327	02 38 17.8	+37 43 36	6.18	  F6III
769	          	16350	02 38 27.8	+38 05 22	6.3	  B9.5V
770	          	16399	02 38 00.8	+07 41 43	6.39	  F6IV
771	 81    Cet	16400	02 37 41.8	-03 23 46	5.65	 gG5
772	   Lam2For	16417	02 36 58.6	-34 34 42	5.79	  G5IV
773	 32Nu  Ari	16432	02 38 49.0	+21 57 41	5.43	  A7V
774	          	16458	02 47 47.6	+81 26 54	5.78	  G8pBa3
775	          	16467	02 38 36.9	+03 26 35	6.21	  G9III
776	   Mu  Hyi	16522	02 31 40.5	-79 06 34	5.28	  G8III
777	   Iot2For	16538	02 38 18.7	-30 11 39	5.83	  F4V
778	   Eta Hor	16555	02 37 24.4	-52 32 35	5.31	  A6V
779	 82Del Cet	16582	02 39 29.0	+00 19 43	4.07	  B2IV
780	          	16589	02 38 24.8	-37 59 26	6.49	  G0IV
781	 83Eps Cet	16620	02 39 33.8	-11 52 20	4.84	  F5V+F6V
782	 33    Ari	16628	02 40 41.1	+27 03 39	5.3	  A3V
783	          	16647	02 40 15.7	+06 06 43	6.25	  F3V:
784	          	16673	02 40 12.3	-09 27 11	5.78	  F6V
785	 11    Per	16727	02 43 02.8	+55 06 21	5.77	  B7IIIpHg
786	          	16733	02 40 02.5	-30 38 02	6.52	  K0III
787	          	16735	02 42 59.7	+53 31 34	5.84	  K0II-III
788	 12    Per	16739	02 42 14.9	+40 11 38	4.91	  F9V
789	          	16754	02 39 48.0	-42 53 30	4.75	  A2V
790	 84    Cet	16765	02 41 13.9	-00 41 45	5.71	  F7IV
791	          	16769	02 44 49.7	+67 49 29	5.95	  A5III
792	          	16780	02 43 01.9	+48 15 56	6.48	  G5II
793	 34Mu  Ari	16811	02 42 22.0	+20 00 42	5.69	  A0Vnp:
794	   Iot Eri	16815	02 40 40.0	-39 51 20	4.11	  K0III
795	          	16824	02 41 48.3	-03 12 48	6.05	 gG9
796	          	16825	02 41 34.0	-14 32 58	5.98	  F5III:
797	          	16861	02 42 28.9	+10 44 30	6.3	  A2V
798	          	16891	02 39 31.7	-64 16 55	6.55	  B8V
799	 13The Per	16895	02 44 12.0	+49 13 42	4.12	  F8V
800	 14    Per	16901	02 44 05.2	+44 17 49	5.43	  G0Ib-IICa1CH-1
801	 35    Ari	16908	02 43 27.1	+27 42 26	4.66	  B3V
802	   Zet Hor	16920	02 40 39.6	-54 33 00	5.21	  F4IV
803	          	16955	02 43 51.2	+25 38 17	6.35	  A2Vp:
804	 86Gam Cet	16970	02 43 18.0	+03 14 09	3.47	  A3V
805	          	16975	02 42 06.6	-38 23 02	6.01	  G8III
806	   Eps Hyi	16978	02 39 35.4	-68 16 01	4.11	  B9V
807	          	17006	02 42 08.5	-46 31 28	6.1	  K1III
808	 36    Ari	17017	02 44 19.1	+17 45 50	6.46	  K2III
809	 37Omi Ari	17036	02 44 32.9	+15 18 42	5.77	  B9Vn
810	   Iot Hor	17051	02 42 33.5	-50 48 01	5.41	  G0V
